name,dynasty,description
王训,[南北朝] ? ~ ?,南朝梁琅邪临沂人，字怀范。王暕子。幼聪警，有识量。年十六，召见文德殿，应对爽彻。补国子生，射策高第，除秘书郎。累迁秘书丞、侍中。文章为后进领袖。年二十六卒。
卢尚书,[唐] ? ~ ?,名不详。宣宗大中间在世。与诗人李远为友。李远卒后，有诗哭之。事迹见《诗话总龟》前集卷四五引《郡阁雅谈》。《全唐诗》存《哭李远》诗1首。
赵蕃,[唐] ? ~ ?,唐人。宪宗元和四年进士。累官侍御史、尚书郎。文宗大和七年，出为袁州刺史。武宗会昌中，任太仆卿。三年，黠戛斯遣使来朝，受命持节临慰其国。
李景枚,[清] ? ~ ?,
张昭,[五代十国] ? ~ ?,894?—972字潜夫，本名昭远，五代时避刘知远讳省“远”字。濮州范县(今河南范县)人。后唐天成三年(928)，累官安义军节度掌书记，历翰林学士、左补阙、礼部侍郎，改御史中丞。后晋天福二年(937)任户部侍郎，后拜尚书右丞。后汉初，为吏部侍郎，改太常卿。后周广顺初，拜户部尚书。显德元年(954)迁兵部尚书。恭帝即位，封舒国公。宋初拜吏部尚书，封陈国公。开宝五年(972)卒。生平见《五代会要》卷一八、《直斋书录解题》卷四、《宋史》本传。昭博通经史，兼善天文、兵法、释老、卜相之说。自后唐至宋，屡承诏修撰实录。著述颇多，曾有《纪年录》20卷、《名臣事迹》5卷、《嘉善集》50卷等，均已佚。《全唐诗》存诗1首，《全唐诗外编》补收1首。
王晙,[唐] ? ~ ?,唐沧州景城人。弱冠明经擢第。历迁殿中侍御史。开元初击吐蕃，大败之，寻除并州大都督府长史。讨突厥有功，授兵部尚书，复充朔方军大总管，封清源县公。累拜户部尚书，复为朔方军节度使。卒年七十余。赠尚书左丞相，谥忠烈。
姜皎,[唐] 673年 ~ 722年,唐秦州上邽人。柔远子。武则天长安中为尚衣奉御。玄宗即位，召拜殿中少监。窦怀贞等潜谋逆乱，玄宗将讨之，皎协赞谋议，以功拜殿中监，封楚国公。出入卧内，宠赐无算。后为秘书监。坐事流钦州，道病卒。
刘氏云,[唐] ? ~ ?,
裴虔馀,[唐] ? ~ ?,唐人。宣宗大中间，为浙江西道都团练判官，转山南东道推官。懿宗咸通末，佐淮南李蔚幕。入朝，历户部员外郎、兵部郎中。僖宗乾符二年，授太常少卿，出为华州刺史。广明元年，拜宣歙观察使。后表请归家休养。
源光裕,[唐] ? ~ ?,唐相州临漳人。源乾曜从孙。有令誉。历官号清谨，抚诸弟友义。初为中书舍人，与杨滔等同删著《开元新格》。历官户部、刑部侍郎、尚书左丞。会选诸司长官为刺史，光裕任郑州，世称良吏。卒官。
法宣,[唐] ? ~ ?,一作慧宣、僧宣。唐初常州弘业寺僧。高祖武德九年(626)撰《释道庆圹铭》。太宗贞观五年(631)撰《释慧頵砖塔铭》。二十二年与苏州僧道恭同奉召至洛阳。卒年不详。生平事迹散见《续高僧传》卷一四与卷一六、《广弘明集》卷三〇、《大慈恩寺三藏法师传》卷七。存诗5首、断句2，《全唐诗》分别收归法宣、慧宣名下。
蒋挺,[唐] ? ~ ?,唐常州义兴人。举进士。玄宗开元二年，为监察御史。累官司封郎中。十三年，为国子司业。玄宗亲择为湖州刺史。十五年，迁申王府长史。
何鸾,[唐] ? ~ ?,生卒年不详。中宗景龙中为监察御史。玄宗开元中，历任仓部员外郎、太常少卿、太子右庶子、中书舍人等职。事迹散见《旧唐书》之《张仁愿传》、《音乐志三》、《唐会要》卷五八。《全唐诗》存诗1首。
崔玄童,[唐] ? ~ ?,唐博陵安平人。武周神功元年，举绝伦科。累迁司封郎中。玄宗开元十一年，为刑部侍郎。后出为徐州刺史、相州刺史。能诗。
高湘,[唐] ? ~ ?,唐人，字浚之。高锴子。擢进士第，历长安令、右谏议大夫，后贬高州司马。僖宗乾符初召为太子右庶子，终江西观察使。以诗文知名。
高璩,[唐] ? ~ ?,唐渤海人，字瑩之。高元裕子。第进士。以左拾遗为翰林学士，擢谏议大夫。懿宗时累拜中书侍郎、同中书门下平章事。卒。以交游丑杂，进取多蹊径，谥为剌。
温庭皓,[唐] ? ~ 868年,唐太原祁人。温庭筠弟。懿宗咸通中，署徐州观察使崔彦曾幕府。庞勋起事，以刃胁庭皓，使为表求节度使，庭皓倨答：“我岂以笔砚事汝耶?”遂遇害。
徐商,[唐] ? ~ ?,唐郑州新郑人，祖籍河南偃师，字义声，或字秋卿。徐有功五世孙。文宗大和五年进士。历迁翰林学士、中书舍人、户部侍郎。宣宗大中时，拜河中节度使，绥定突厥，置备征军千人，襞纸为铠，劲矢不能入。徙节山南东道，入为御史大夫。懿宗咸通初，加刑部尚书，充诸道盐铁转运使。四年，以兵部尚书同平章事。六年，罢相，出为荆南节度使。累授太子太保，卒。有《徐氏谱》。
刘晃,[唐] ? ~ ?,唐汴州尉氏人。刘仁轨孙。玄宗开元九年，官司勋郎中。历秘书少监、太常少卿、给事中，袭封乐城公。性贪冒，为李元纮所黜，出为连州刺史。
裴交泰,[唐] ? ~ ?,生卒年不详。德宗贞元年间诗人。事迹略见《唐诗纪事》卷三六。《全唐诗》存诗1首。
沈颜,[五代十国] ? ~ ?,五代时湖州德清人，字可铸。唐昭宗天复进士，授校书郎。入吴，为淮南巡官，累迁知制诰、翰林学士。杨溥顺义中卒。为文少有词藻，精速顺畅，时称“下水船”。尝撰《太祖神道碑》，推为巨手。疾当世文章浮靡，著有《聱书》、《解聱书》等。
马怀素,[唐] ? ~ ?,唐润州丹徒人，字惟白。少师事李善，博通经史。擢进士第，又登文学优赡科。累迁左台监察御史。武周长安中，张易之使人诬崔贞慎等谋反，武后诏怀素按之，怀素执不从，贞慎等乃免。玄宗开元初为户部侍郎，封常山县公，三迁秘书监，兼昭文馆学士。卒年六十。谥文。
大易,[唐] ? ~ ?,见太易。
许昼,[唐] ? ~ ?,生卒年不详。睢阳(今河南商丘南)人。性躁急，与吴融、独孤损为知己。昭宗天复四年(904)登进士第。与朱全忠子号大卿郎君者友善，尝饮于朱全忠洛阳私第，醉后失态，全忠怒欲械之。大卿窃知，先遣人告知，遂逃奔河北。后不知所终。事迹见《唐摭言》卷三与卷一一、《唐诗纪事》卷六七。昼工诗，尤擅五言。《全唐诗》存诗2首。
于兴宗,[唐] ? ~ ?,唐京兆高陵人。于志宁侄子。尝白有司，愿为亲民官以自效，遂补东阳令。及理政，以简易称。
卢渥,[唐] 820年 ~ 905年,唐幽州范阳人，字子章。宣宗大中间登进士第。累官国子博士、分司东都。迁司勋郎中。以耿直敢言，为宰相所忌，出佐宣武军。入为中书舍人。僖宗乾符末，为陕虢观察使，奏司空图佐幕。广明元年，宰相卢携荐为礼部侍郎、知贡举。旋黄巢军攻陷长安，渥至次年春潜出至蜀，拜国子祭酒。迁御史中丞，改户部尚书，领山南节度事。归京后，迁尚书左仆射。以检校司徒致仕。晚居洛阳，病卒于长寿寺。
裴谐,[唐] ? ~ ?,唐末五代时桂州人。裴说弟。唐哀帝天祐三年登进士第。后隐居于桂岭。曾摄桂岭令。与兄说皆有诗名，所作《湘江吟》等为人称诵。
严识玄,[唐] ? ~ 718年,唐同州冯翊人。武则天时任巩县令，因慢待黜陟使路敬潜而受其责。历监察御史，累转魏州刺史，又为魏令李怀让所辱。玄宗开元初，官至兵部郎中。能诗，又善碑志。
柳氏,[唐] ? ~ ?,唐人。李生姬。艳丽喜谈谑，善讴咏。玄宗天宝中，韩翃馆于李，李以姬赠翃。及翃为侯希逸所辟，柳氏留都下。遭乱，为蕃将沙吒利所劫。翃失柳氏，叹想不已，意色皆丧。虞候许俊，请翃书数字，单骑造沙吒利第，出翃札示柳氏，挟之跨马，复归于翃。
释泚,[唐] ? ~ ?,-作僧泚。代宗大历间诗僧。《全唐诗》存诗2首。
冯衮,[唐] ? ~ ?,生卒年不详。排行三，婺州东阳(今浙江东阳)人。衮登进士第，宣宗大中四年(850)，为凤翔节度使郑光幕判官。次年，光徙镇河中，又为其节度副使。入朝为祠部郎中，懿宗咸通时迁给事中。后出为苏州刺史。暇日多纵情饮博。尝大胜，因以所得与座客，并赋《掷卢作》诗。事迹散见《旧唐书·冯宿传》附，《南部新书》卷戊，《太平广记》卷二五一、卷二六一。《全唐诗》存诗2首。
欧阳瑾,[唐] ? ~ ?,生平无考。《全唐诗》收《折杨柳》诗1首，出《乐府诗集》卷二二。
张烜,[唐] ? ~ ?,生卒年、籍贯皆不详。玄宗开元、天宝间任左拾遗、起居舍人等职。开元间预修《开元礼》、《初学记》。事迹散见《新唐书·艺文志》二、三，《唐御史台精舍题名考》卷三。《全唐诗》存诗1首，出自《乐府诗集》卷四三。
杜羔,[唐] ? ~ ?,唐京兆人。杜师损子。德宗贞元五年进士。遭兵乱，父死母离，不知所之，羔忧号终日。及从兄杜兼为泽潞判官，鞫狱，因得其母。后至佛寺，观柱间有文字，乃其父临死记墓所在，羔奔往，遂得其葬所。宪宗元和中，为万年令。后历振武节度使，以工部尚书致仕。卒谥敬。
崔璞,[唐] ? ~ ?,唐贝州清河人。累官户部郎中。懿宗咸通中，为谏议大夫。十年，出为苏州刺史，与皮日休、陆龟蒙等颇有唱和。十二年，归京。后任同州刺史。僖宗乾符元年，授右散骑常侍。
归登,[唐] 754年 ~ 820年,唐吴人，字冲之。归崇敬子。代宗大历时举孝廉高第。德宗贞元初策贤良为右拾遗。以直谏闻。顺宗初拜给事中，迁工部侍郎。宪宗时累官工部尚书，封长沙县男。有文学，工草隶。卒谥宪。
窦威,[唐] ? ~ ?,唐扶风平陵人，字文蔚。窦炽子。博览群言。举秀异，授秘书郎。隋炀帝大业中迁内史舍人，数谏忤旨，转考功郎中，坐事免。李渊召补大丞相府司录参军，使裁定制度。高祖武德初授内史令，每论政事得失，必陈古为喻。卒谥靖。
陈京,[唐] ? ~ ?,唐泗上人，字庆复。陈叔明五世孙。代宗大历进士。德宗时擢左补阙，屡有谏诤。与赵需、张荐等共劾卢杞。德宗谓有宰相才，将用之，会病狂易，自刺未亡。再迁给事中，罢为秘书少监。工诗文，长于训诂。
童翰卿,[唐] ？年 ~ ？年,曾任袁州教授的童宗说，也是唐朝时以眉宇秀整，尚友拔俗而见称的名士，著有一部《柳文音注》，被当时的学者尊称为“南城先生”。
张祎,[唐] ? ~ ?,唐邓州南阳人，字冠章。释褐任汴州从事。迁蓝田尉、集贤校理。僖宗乾符中，先后为浙西赵隐、淮南刘邺辟为宾佐。入为监察御史，迁左补阙，累官中书舍人。中和间，拜工部侍郎，迁尚书右丞，改太子宾客、左散骑常侍，转吏部侍郎。昭宗乾宁末，为韩建所排，贬衡州司马。后复征拜礼部尚书，迁太常卿，又历兵部、刑部尚书。后梁太祖受禅后不久致仕。
欧阳澥,[唐] ? ~ ?,?—881生卒年不详。泉州晋江(今福建晋江)人，欧阳詹之孙。澥落魄不得志，婚后经旬即离家赴举，然经20年而不第。澥曾行卷韦昭度门下，10余年未尝一面，而澥庆吊之礼不亏，昭度心念之。僖宗中和初，澥寓居汉南，时昭度随驾至西川拜相，遂以私书令山南东道节度使刘巨容首荐。澥择日成行，一夕心痛而卒。生平事迹散见《云溪友议》卷下、《唐摭言》卷一〇、《唐诗纪事》卷六七。澥曾作《燕诗》呈献郑愚，颇为时人所称赏。《全唐诗》存诗1首及断句若干。
李搏,[唐] ? ~ ?,生卒年、籍贯皆不详。僖宗乾符时登进士第。与裴廷裕友善，有诗唱和。曾任幕府吏。生平事迹略见《唐诗纪事》卷六一。《全唐诗》存诗2首。
常浩,[唐] ? ~ ?,生卒年、籍贯皆不详。唐妓女，能诗，事迹见《又玄集》卷下。《全唐诗》存诗2首。
刘邺,[唐] ? ~ 881年,唐润州句容人，字汉藩。刘三复子。少依李德裕。宣宗大中初，德裕贬逐，邺无所依，以文章客游江、浙。懿宗咸通时，受荐为左拾遗，充翰林学士，转尚书郎中知制诰，迁中书舍人、学士承旨。德裕贬死，邺上疏申直其冤，诏从之。寻进户部侍郎、诸道盐铁转运使，以礼部尚书同中书门下平章事，判度支。僖宗时再迁尚书左仆射，旋罢知政事，历淮南节度使，转凤翔、陇右节度使，以疾辞，还左仆射。黄巢入长安，被杀。
张道古,[唐] ? ~ 908年,唐末五代时沧州蒲台人。少有文辞，通《易》。唐景福进士，仕左补阙。韦庄荐之于王建，为节度判官。及前蜀开国，为武部郎中。不为时所容，贬茂州卒。有《易题》。
郑启,[唐] ? ~ ?,生卒年不详。袁州宜春(今江西宜春)人，郑谷兄，生平不详。《全唐诗》存诗3首。
祝钦明,[唐] ? ~ ?,唐京兆始平人，字文思。举明经。武周长安元年累迁太子率更令，兼崇文馆学士。中宗复位，擢国子祭酒。中宗景龙三年帝将郊，钦明与郭山恽阴迎韦后意，谓后有郊天地之理，帝用其言。又尝于群臣宴上据地作八风舞，卢藏用有“五经扫地”之叹。睿宗景云初被劾，贬饶州刺史。后徙洪州都督，入为崇文馆学士，寻卒。
司马都,[唐] ? ~ ?,生卒年、籍贯皆不详。都登进士第。懿宗咸通中，与陆龟蒙、皮日休等吴中名士有唱和。后尝居青丘，与节度使王师范有交。事迹散见《太平广记》卷二五二、《唐诗纪事》卷六四、《唐音癸签》卷二七。《全唐诗》存诗2首。
胡雄,[唐] ? ~ ?,生卒年、籍贯皆不详。玄宗先天元年(712)为银青光禄大夫、崇文馆学士。事迹散见《旧唐书·音乐志》、史崇《妙门由起序》。《全唐诗》存诗1首。
陆扆,[唐] 847年 ~ 905年,唐苏州吴人，徙居陕州，字祥文，初名允迪。陆贽族孙。僖宗光启二年进士。从帝奔山南，历迁翰林学士、中书舍人。属辞敏速，受昭宗优遇。乾宁三年，以户部侍郎同中书门下平章事，进中书侍郎、判户部。时昭宗募兵数万，议攻凤翔，责其阻挠，贬峡州刺史。五年，复拜相。后贬濮州司户参军，为朱温所杀。
王季文,[唐] ? ~ ?,唐池阳人，字宗素。少居九华山，尝遇异人，授九仙飞化之术。懿宗咸通中登进士第，授秘书郎。寻谢病归九华，每日浴于山之龙潭。
陆翱,[唐] ? ~ ?,唐苏州吴人，字楚臣。陆希声父。家贫素。进士及第，累年未授官。能诗，才调宛丽。尤长咏物，播于人口。
郑善玉,[唐] ? ~ ?,生卒年、籍贯皆不详。玄宗初任昭文馆学士。能诗。先天元年(712)，曾与胡雄、张齐贤、丘悦等人同作《仪坤庙乐章》12首。事迹见《旧唐书·音乐志四》。《全唐诗》存诗1首。
裴廷裕,[唐] ? ~ ?,唐绛州闻喜人，字膺馀。僖宗中和二年进士。昭宗乾宁中，在内庭，文书敏捷，号下水船。历迁翰林学士、左散骑常侍、右补阙。后贬湖南。有《东观奏记》。
鲍家四弦,[唐] ? ~ ?,姓里不详。文宗开成间酒徒鲍生之家妓。善琵琶，故以四弦代名。能诗。鲍生携至历阳，使之盛妆献歌侑酒，并以其与外弟韦生交换良马。事迹见《太平广记》卷三四九引《纂异记》。《全唐诗》存其诗2首。
张齐贤,[唐] ? ~ ?,唐陕州陕人。武周圣历初为太常奉礼郎，议告朔礼于明堂。久之迁太常博士，时东都置太社，所行之礼皆齐贤等参定。官终谏议大夫。有《孝和中兴故事》。
张曙,[唐] 772年 ~ 846年,小字阿灰，是南阳（今属河南）人，是侍郎张祎之从子（一说侄）。唐昭宗龙纪元年（889年）进士，官至拾遗。 曙工诗善词，才名籍甚。颇为乡里所重。词传一首，或疑张泌作。
崔澹,[唐] ? ~ ?,唐博陵安平人。崔珙侄。宣宗大中进士。累进礼部员外郎，终吏部侍郎。
越溪杨女,[唐] ? ~ ?,
熊皦,[五代十国] ? ~ ?,五代时人。后唐末帝清泰间登进士第。入后晋，拜补阙，贬商州上津令。有《屠龙集》。
张元宗,[唐] ? ~ ?,生卒年、籍贯皆不详。一作亢宗，疑形近而误。约文宗时人。《全唐诗》存诗2首。
高力士,[唐] 684年 ~ 762年,唐高州良德人。冯盎曾孙。宦官高延福养为子，改姓高。为宦官，玄宗时知内侍省事，四方奏事均经其手，颇能谨慎从事，进封渤海郡公，宠任极专。肃宗为太子时，以兄礼事之。累官骠骑大将军，进开府仪同三司。安史乱起，随玄宗入蜀。肃宗上元元年被放巫州，两年后赦归，病死途中。
蒯希逸,[唐] ? ~ ?,生卒年、籍贯皆不详。字大隐。武宗会昌三年(843)登进士第。时王起再知贡举，华州刺史周墀以诗寄贺，起赋诗酬答，希逸与诸同年皆作《和主司酬周侍郎》诗。与杜牧有交往，牧任池州刺史时，曾赋诗送行。事迹散见《唐摭言》卷三、卷一五，《唐诗纪事》卷五五。希逸善诗，所作送仆武干诗句“山险不曾离马后，酒醒长见在床前”，颇为时人所称诵，且多有奉和者。而其“蟾蜍醉里破，蛱蝶梦中残”两句，尤为牛僧孺所激赏，每于座中吟诵之。其诗多佚，《全唐诗》存诗1首及断句2联。
布燮,[唐] ? ~ ?,见段义宗。
怀浦,[唐] ? ~ ?,生平不详。诗僧。有诗集1卷，《宋史·艺文志七》著录，已佚。《全唐诗》存诗2首。
丁棱,[唐] ? ~ ?,唐人，字子威。武宗会昌三年，因宰相李德裕荐登进士第。貌寝陋，口讷。
天宝宫人,[唐] ? ~ ?,失姓名，玄宗天宝末宫女，尝在洛苑题诗于梧叶之上，随御沟流出，顾况见之，亦题和诗叶上，泛于波中，后闻于朝，遂得遣出。事见《云溪友议》卷下、孟棨《本事诗》、《唐诗纪事》卷七八。《全唐诗》存诗2首，其中一首与德宗宫人所作《题花叶诗》大同。
滕白,[宋] ? ~ ?,《全唐诗》收滕白诗2首，小传云：“滕白，官郎中，历台省，有《工部集》一卷。”按滕白，宋初人，字里不详。宋太祖乾德元年(963)正月，自户部判官为南面军前水陆转运使。九月，坐军储损败而免官。开宝二年(969)三月，自刑部员外郎，知河东诸州转运使。与陈抟、王岩等为友。官至工部郎中。著有《滕工部集》1卷，已逸。生平事迹散见《续资治通鉴长编》卷四、卷一〇、《直斋书录解题》卷二〇。《宋诗纪事》卷五收滕白《题汶川村居》诗。《全唐诗》沿袭《万首唐人绝句》卷七二之错误而当作唐人收入。
郑薰,[唐] ? ~ ?,唐人，字子溥。擢进士第。历考功郎中、翰林学士。出为宣歙观察使，因事贬棣王府长史。懿宗时累擢吏部侍郎。时官阶至正议光禄大夫者，可荫一子，宦人用阶请荫子，薰却之，不肯叙。再知礼部，举引寒俊。进左丞，以太子少师致仕。名所居为隐岩，植松于庭，号“七松处士”。
许鼎,[唐] ? ~ ?,生卒年、籍贯皆不详。后梁贞明六年(920)登进士第。事迹略见《唐诗纪事》卷七一。《全唐诗》存诗2首。
窦梁宾,[唐] ? ~ ?,汴州(今河南开封)人。进士卢东表之妾，容态词笔皆可观。生活年代不详。事迹见《补侍儿小名录》引《女舞图》。《全唐诗》存其诗2首。
薛昭纬,[唐] ? ~ ?,唐河中宝鼎人，字纪化。薛存诚孙。性轻佻，恃才傲物，每入朝，必弄笏而行，旁若无人。累迁祠部员外郎。僖宗文德元年，为礼部员外郎。昭宗时，迁中书舍人。乾宁三年，以礼部侍郎知贡举，时称得人。历户、兵二部侍郎，迁御史中丞。天复中，为宰相崔胤所恶，贬溪州刺史，卒。
崔铉,[唐] ? ~ ?,唐博州博陵人，字台硕。崔元略子。敬宗宝历间进士。累官中书舍人、学士承旨。武宗好蹴鞠、角抵，铉切谏，帝褒纳之。拜中书侍郎、同中书门下平章事。与李德裕不和，罢为陕虢观察使。宣宗初封博陵郡公，出为淮南节度使。懿宗咸通初徙山南东道、荆南二镇，封魏国公。卒于官。
无则,[五代十国] ? ~ ?,生卒年不详。诗僧。《全唐诗》存诗3首，小传云：“无则，五代时人，为法眼文益禅师弟子。”宋《秘书省续编到四库阙书目》著录其诗1卷，今不存。检《景德传灯录》卷二五，文益门人有玄则，为滑州卫南(今河南滑县东)人，南唐时住金陵报恩院。疑即其人。
黄崇嘏,[五代十国] ? ~ ?,五代时前蜀女子。常扮男装，游历两川。孟知祥时周庠权知邛州，崇嘏因事下狱，上诗周庠，得召见，祗对详敏，随命释放。雅善琴弈，妙书画。庠荐摄司户参军，胥吏畏服，案牍一清。庠重其英明，美其风采，欲以女妻之，乃献诗一章，有“幕府若容为坦腹，愿天速变作男儿”句，召问之，故黄使君女也。
王霞卿,[唐] ? ~ ?,唐蓝田人。原为会稽宰韩嵩妾。嵩死，霞卿流落会稽。尝题诗唐安寺，进士郑殷彝和诗求谒，霞卿答诗拒之。
张希复,[唐] ? ~ ?,唐常山人，字善继。历官集贤校理学士。有与段成式、郑符联句诗。
高辇,[五代十国] ? ~ 933年,五代时青州益都人。登进士第。后唐明宗天成间，秦王李从荣辟为河南府推官，后为咨议参军。长兴四年，从荣叛，辇与谋。从荣败，辇逃窜民家，又落发为僧，寻被逮伏诛。善诗，时与诸名士唱和，与诗僧齐已往还尤多。有《昆玉集》、《丹台集》，皆佚。
金厚载,[唐] ? ~ ?,生卒年、籍贯皆不详。字化光(一作光化，误)。武宗会昌三年(843)登进士第。时主司王起有诗酬周墀之贺，厚载与诸同年皆和诗。事迹散见《唐摭言》卷三、《唐诗纪事》卷五五。《全唐诗》存诗2首。
李节度姬,[唐] ? ~ ?,姓名年里皆不详，本为李姓某节度使宠姬，元宵之夕，书诗于红绡帕掷于路，约得之者来年元夕会于相蓝后门。其帕为宦子张生所得，如期而往，果遇姬，遂相偕逃吴。事见《名媛诗归》卷一五。《全唐诗》录诗3首。
梁氏琼,[唐] ? ~ ?,
栖一,[唐] ? ~ ?,唐末至五代初年武昌(今湖北鄂州)僧。能诗，与贯休为友。曾游黄梅双峰寺。事迹见《禅月集》卷九、卷一〇、卷一三。《全唐诗》存诗2首。
李瀚,[五代十国] ? ~ ?,五代时人。仕后晋。官翰林学士。好饮而多酒过，石敬瑭以为浮薄。有《蒙求集注》。
权审,[唐] ? ~ ?,唐润州丹徒人，字子询。权德舆侄。宣宗大中间，历户部、司封员外郎，充史馆修撰。累官至散骑常侍。工诗，所作逾千首，多不存，《题山院》颇为人传诵。
孟昶,[五代十国] 919年 ~ 965年,孟昶，初名孟仁赞 ，字保元 ，祖籍邢州龙岗（今河北邢台沙河孟石岗），生于太原（今山西太原西南），后蜀高祖孟知祥第三子，五代十国时期后蜀末代皇帝。
刘洞,[五代十国] ? ~ 975年,五代时庐陵人。少入庐山，居二十年，学诗于处士陈贶。五律得贾岛遗法，自号“五言金城”。南唐李煜立，至金陵，献诗百篇，不为所用，遂南归。金陵受围时，洞在城中。国亡，经故宫阙，徘徊赋诗，多感伤意。其《夜坐》诗尤见称于时，人号刘夜坐。有集。
吴烛,[唐] ? ~ ?,生平无考。《全唐诗》收其《铜雀妓》诗1首，出《乐府诗集》卷三一。
李肱,[唐] ? ~ ?,唐宗室。文宗开成二年，应进士试，所作诗赋，为主司高锴激赏，以为“虽使何逊复生，亦不能过”。遂置为状元。累历岳、齐二州刺史。又能诗工画，与李商隐交厚。
戈牢,[唐] ? ~ ?,左牢，生卒年、籍贯皆不详。一作戈牢，又有作尤牢者。字德胶。武宗会昌三年(843)登进士第。其年曾与同年赋《和主司王起》诗。事迹散见《唐摭言》卷三、《唐诗纪事》卷五五。《全唐诗》存诗2首。
张氏女,[唐] ? ~ ?,
王甚夷,[唐] ? ~ ?,生卒年、籍贯皆不详。字无党。武宗会昌三年(843)登进士第。是年王起再知贡举，华州刺吏周墀以诗寄贺，起赋诗酬答，甚夷与诸同年皆作和诗。事迹散见《唐摭言》卷三、《唐诗纪事》卷五五。《全唐诗》存诗2首。
韦应物,[唐] 737年 ~ 792年,韦应物，中国唐代诗人。汉族，长安（今陕西西安）人。今传有10卷本《韦江州集》、两卷本《韦苏州诗集》、10卷本《韦苏州集》。散文仅存一篇。因出任过苏州刺史，世称“韦苏州”。诗风恬淡高远，以善于写景和描写隐逸生活著称。
夏侯孜,[唐] ? ~ ?,唐亳州谯人，字好学。敬宗宝历进士。累迁婺、绛等州刺史、兵部侍郎、诸道盐铁转运使至同中书门下平章事。懿宗时，封谯郡侯，充剑南西川节度使。以治蜀无政，诏令以太子少保分司东都，未几卒。
赵微明,[唐] ? ~ ?,名或作徵明。唐天水人。玄宗、肃宗朝人。工书能诗，诗格高古，元结录其诗三首入《箧中集》。
韩思复,[唐] 652年 ~ 725年,唐京兆长安人，字绍出。举秀才高第。高宗永淳中，值岁饥，并日而食，人饷以百绫，完封不发。累转汴州司户参军，不行鞭罚。以亲丧去官，鬻薪自给。姚崇荐之，授司礼博士。历迁礼部郎中、中书舍人。数指言得失，颇见纳用。玄宗开元初为谏议大夫，时山东蝗虫成灾，思复谓乃天灾，恐非人力所能绝，请帝悔过责己，修德以禳之，忤姚崇意。后出为德州刺史，历黄门侍郎、御史大夫，累擢吏部侍郎。复出为襄州刺史，治行名天下。官终太子宾客。卒，帝亲题其碑，谥文。
王沈,[唐] ? ~ ?,玄宗天宝前人。生平无考。其诗曾收入李康成《玉台后集》。事迹见《盛唐诗纪》卷一〇七。《全唐诗》存诗1首。
柯崇,[唐] ? ~ ?,838—?一作柯宗。闽(今福建)人。昭宗天复元年(901)，礼部侍郎杜德祥主文，崇与曹松、王希羽、刘象、郑希颜均登进士第，五人年皆老大，时号“五老榜”。时昭宗特降恩旨，诏授太子校书。后归闽卒。事迹见《唐摭言》卷八、洪迈《容斋三笔》卷七、《唐诗纪事》卷六五。《全唐诗》存诗2首。
卢溵,[唐] ? ~ ?,生卒年、籍贯皆不详。浙东处士。宣宗大中中，曾在浙东观察使李讷幕府。后不知所终。生平事迹散见《云溪友议》卷上、《唐诗纪事》卷五九。溵能诗，其在浙东幕府时，李讷赋诗饯送崔元范入京，溵与幕府诸文士皆赋诗唱和。《全唐诗》录存其诗2首。
裴諴,[唐] ? ~ ?,唐河东闻喜人。裴度子。性诙谐。与温庭筠友善。好作曲子词，多写男女艳情，《新添声杨柳枝》尤传诵人口。宣宗大中中，任主客员外郎，历职方郎中，太子中允。
李善夷,[唐] ? ~ ?,唐末人。历官尚书。昭宗乾宁、光化间，贬澧阳令。时刺史欲修伍员庙，众议非之，善夷为文以坚刺史意。后卒于贬所。有《江南集》，佚。
赵光远,[唐] ? ~ ?,唐京兆奉天人。赵骘子。幼而聪悟。善为诗，懿宗咸通、僖宗乾符时，名噪一时。恃才不拘细行，常率子弟游狭斜。应进士举，终身不第。
杨知至,[唐] ? ~ ?,唐虢州弘农人，字几之。杨汝士子。懿宗咸通中，历户部员外郎、郎中，迁比部郎中、知制诰。十二年，坐与故府刘瞻亲善，贬琼州司马。复召为谏议大夫。僖宗乾符三年，自京兆尹授户部侍郎。
元孚,[唐] ? ~ ?,禅宗僧人。早年曾游天台山，又历游五岳。文宗时住宣州开元寺，许浑有诗相赠。宣宗大中间住长安左街保寿寺，以文章应制，为内供奉。作诗忆天台昔游，台州司马王谟作诗和之。又与陈陶为诗友。事迹散见《丁卯集》、《陈嵩伯诗集》、《宝刻类编》卷八、《古刻丛抄》等。《全唐诗》存诗2首，《全唐诗外编》补诗1首。
葛鸦儿,[唐] ? ~ ?,生卒年、籍贯皆不详。女诗人。事迹见《又玄集》卷下。《全唐诗》存诗3首。
张固,[唐] ? ~ ?,唐人。宣宗大中中为桂管观察使。长于小说，亦工诗。有《幽闲鼓吹》。
张友正,[唐] ? ~ ?,生卒年、籍贯皆不详。唐末人。《新唐书·艺文志四》著录其《杂编》1卷，《宋史·艺文志七》记有《张友正文》1卷，今均佚。《全唐诗》存诗2首。
严郾,[唐] ? ~ ?,生卒年、籍贯皆不详。能诗。《新唐书·艺文志四》著录《严郾诗》3卷，《宋史·艺文志七》亦记《严郾诗》1卷，均佚。《全唐诗》存诗2首，然《赋百舌鸟》一诗，《全唐诗》又作严郭诗。
